id,name,now_cost,position,team,goals_scored,bonus,form,in_dreamteam,expected_assists_per_90,cost_change_start_fall,red_cards,penalties_saved,points_per_game_rank_type,yellow_cards,starts,ep_this,direct_freekicks_order,news,news_added,expected_goal_involvements_per_90,ict_index_rank,value_season,cost_change_start,dreamteam_count,transfers_in_event,threat,creativity,minutes,creativity_rank_type,expected_goals,selected_rank_type,selected_by_percent,transfers_out_event,cost_change_event_fall,goals_conceded_per_90,expected_goal_involvements,chance_of_playing_next_round,points_per_game,creativity_rank,expected_assists,total_points,influence_rank_type,saves,threat_rank,ep_next,own_goals,now_cost_rank_type,points_per_game_rank,clean_sheets,chance_of_playing_this_round,goals_conceded,transfers_out,expected_goals_per_90,form_rank_type,expected_goals_conceded_per_90,threat_rank_type,saves_per_90,now_cost_rank,web_name,assists,cost_change_event,event_points,starts_per_90,bps,ict_index,clean_sheets_per_90,form_rank,corners_and_indirect_freekicks_order,penalties_order,ict_index_rank_type,transfers_in,status,penalties_missed,selected_rank,influence,expected_goals_conceded,value_form,influence_rank
461,Kurt Zouma,44,DEF,West Ham,1,8,3.7,False,0.0,1,0,0,14,0,15,0.0,,Hip injury - Unknown return date,2023-01-27T19:00:08.268154Z,0.08,227,13.2,-1,2,29,146.0,5.2,1274,150,1.11,63,1.0,2162,0,1.06,1.18,0.0,3.9,428,0.06,58,55,0,164,0.0,0,104,65,4,0.0,15,351245,0.08,23,1.02,23,0.0,480,Zouma,1,0,0,1.06,254,40.7,0.28,67,,,70,287562,i,0,174,254.0,14.48,0.8,158
462,Arthur Masuaku,45,DEF,West Ham,0,0,0.0,False,0.0,0,0,0,244,0,0,0.0,,Season-long loan to Beşiktaş,2022-08-04T13:23:33.173680Z,0.0,647,0.0,0,0,0,0.0,0.0,0,243,0.00,237,0.0,2,0,0.0,0.00,0.0,0.0,639,0.00,0,244,0,619,0.0,0,66,653,0,0.0,0,2236,0.0,228,0.0,241,0.0,355,Masuaku,0,0,0,0.0,0,0.0,0.0,579,,,244,0,u,0,671,0.0,0.00,0.0,642
463,Vladimir Coufal,41,DEF,West Ham,0,0,3.0,False,0.08,4,0,0,95,4,14,2.5,,,2023-01-05T00:30:07.912906Z,0.1,197,8.0,-4,0,846,39.0,210.1,1290,19,0.25,76,0.7,1113,0,1.33,1.41,100.0,2.1,107,1.16,33,75,0,309,2.5,0,183,268,2,100.0,19,260295,0.02,29,1.1,102,0.0,626,Coufal,1,0,1,0.98,183,46.7,0.14,87,,,55,230904,a,0,211,216.4,15.78,0.7,198
464,Saïd Benrahma,56,MID,West Ham,3,0,2.3,False,0.11,4,0,0,81,0,12,1.8,2.0,,,0.39,52,9.3,-4,0,682,367.0,367.5,1185,37,3.69,59,0.8,975,0,1.37,5.07,,2.6,44,1.40,52,61,0,50,1.8,0,50,197,2,,18,311637,0.28,56,1.28,32,0.0,96,Benrahma,1,0,2,0.91,184,101.4,0.15,140,,2.0,37,165876,a,0,197,279.2,16.82,0.4,140
465,Jarrod Bowen,80,MID,West Ham,4,6,7.7,False,0.15,5,0,0,41,1,22,7.2,4.0,,2022-10-27T22:30:07.660785Z,0.47,14,10.4,-5,2,7969,731.0,457.0,1971,19,6.89,36,2.6,3949,0,1.23,10.19,100.0,3.8,25,3.28,83,29,0,11,7.2,0,8,83,4,100.0,27,1250955,0.31,2,1.11,5,0.0,17,Bowen,4,0,5,1.0,236,155.7,0.18,5,2.0,4.0,9,871488,a,1,106,368.2,24.39,1.0,71
466,Nikola Vlasic,50,MID,West Ham,0,0,0.0,False,0.0,0,0,0,313,0,0,0.0,,Season-long loan to Torino,2022-08-12T14:25:41.236745Z,0.0,728,0.0,0,0,0,0.0,0.0,0,312,0.00,265,0.0,0,0,0.0,0.00,0.0,0.0,725,0.00,0,312,0,720,0.0,0,118,729,0,0.0,0,3485,0.0,294,0.0,309,0.0,209,Vlasic,0,0,0,0.0,0,0.0,0.0,698,,,312,221,u,0,652,0.0,0.00,0.0,727
467,Declan Rice,47,MID,West Ham,1,7,4.0,False,0.05,3,0,0,74,3,22,3.5,,,,0.13,63,13.6,-3,1,1236,136.0,356.7,1980,39,1.79,29,3.1,2421,0,1.23,2.80,,2.9,46,1.02,64,16,0,174,3.5,0,197,173,4,,27,658732,0.08,24,1.11,106,0.0,323,Rice,3,0,2,1.0,351,93.2,0.18,56,4.0,,45,345138,a,1,94,438.8,24.39,0.9,43
468,Tomas Soucek,51,MID,West Ham,1,3,1.3,False,0.04,4,0,0,94,1,18,0.8,,,,0.18,100,10.4,-4,1,110,280.0,133.4,1651,109,2.65,72,0.6,402,0,1.2,3.35,,2.4,168,0.71,53,40,0,75,0.8,0,108,225,3,,22,212245,0.14,102,1.1,50,0.0,190,Soucek,1,0,2,0.98,210,75.3,0.16,227,,,68,102969,a,0,230,338.2,20.20,0.3,94
469,Pablo Fornals Malla,49,MID,West Ham,1,3,0.3,False,0.1,6,0,0,115,0,11,-0.2,,,,0.18,215,7.8,-6,1,21,115.0,178.6,958,86,0.79,97,0.4,228,0,1.32,1.89,,2.1,127,1.09,38,113,0,189,-0.2,0,153,278,1,,14,177900,0.07,162,1.14,111,0.0,257,Fornals,0,0,0,1.03,157,42.0,0.09,354,3.0,,107,77406,a,0,283,128.2,12.16,0.1,272
471,Ben Johnson,44,DEF,West Ham,0,1,1.0,False,0.06,1,0,0,110,0,6,0.5,,,2022-08-28T19:00:06.452153Z,0.06,334,4.3,-1,0,21,2.0,60.8,551,75,0.00,180,0.1,40,0,0.82,0.34,100.0,1.9,259,0.34,19,111,0,434,0.5,0,121,302,1,100.0,5,12611,0.0,88,1.14,157,0.0,507,Johnson,0,0,1,0.98,105,18.1,0.16,251,,,117,5536,a,0,482,117.8,6.98,0.2,278
472,Nayef Aguerd,48,DEF,West Ham,0,0,3.0,False,0.03,2,0,0,106,3,5,2.5,,Groin Injury - 75% chance of playing,2023-02-11T16:30:09.690466Z,0.17,356,2.5,-2,0,285,25.0,12.6,514,140,0.79,142,0.2,1305,0,1.05,0.95,75.0,2.0,403,0.15,12,113,0,357,1.9,0,45,291,1,100.0,6,14888,0.14,36,1.11,127,0.0,292,Aguerd,0,0,2,0.88,81,14.3,0.18,95,,,128,18604,d,0,380,105.0,6.35,0.6,291
473,Alphonse Areola,43,GKP,West Ham,0,0,0.0,False,0.0,2,0,0,29,0,0,-0.1,,Hamstring injury - 25% chance of playing,2023-02-04T23:30:08.589295Z,0.0,506,0.5,-2,0,18,0.0,0.0,106,61,0.00,29,0.9,725,0,1.7,0.00,25.0,1.0,601,0.00,2,29,0,566,-0.1,0,27,445,0,25.0,2,125235,0.0,70,1.95,51,0.0,540,Areola,0,0,0,0.0,6,0.1,0.0,514,,,29,59424,d,0,185,1.4,2.30,0.0,494
509,Flynn Downes,42,MID,West Ham,0,0,1.0,False,0.01,3,0,0,160,0,3,0.5,,,,0.08,406,3.3,-3,0,80,36.0,17.3,306,192,0.25,107,0.3,383,0,0.88,0.27,,1.4,383,0.02,14,194,0,318,0.5,0,311,377,1,,3,63518,0.07,113,0.97,157,0.0,604,Downes,0,0,1,0.88,47,7.3,0.29,247,,,182,53036,a,0,310,18.8,3.30,0.2,432
529,Gianluca Scamacca,66,FWD,West Ham,3,7,0.0,False,0.05,4,0,0,27,3,11,0.0,3.0,Knee injury - Unknown return date,2023-01-20T14:30:09.102521Z,0.29,133,6.2,-4,1,36,312.0,160.7,921,17,2.42,41,0.7,1016,0,1.17,2.96,0.0,2.6,134,0.51,41,27,0,65,0.0,0,23,201,3,0.0,12,479467,0.24,89,1.11,22,0.0,53,Scamacca,0,0,0,1.07,110,62.0,0.29,738,,,21,419136,i,0,221,151.8,11.41,0.0,250
545,Emerson Palmieri dos Santos,40,DEF,West Ham,1,2,6.0,False,0.05,0,0,0,78,1,7,5.5,,,2022-11-10T02:30:08.134116Z,0.15,263,6.2,0,1,6727,135.0,89.2,544,57,0.62,56,1.2,748,0,1.16,0.92,100.0,2.3,209,0.30,25,118,0,175,5.5,0,189,229,1,100.0,7,362008,0.1,5,0.86,28,0.0,642,Emerson,0,0,10,1.16,93,32.4,0.17,15,,,87,424068,a,0,164,99.4,5.19,1.5,299
556,Conor Coventry,44,MID,West Ham,0,0,0.0,False,0.0,1,0,0,200,0,0,0.0,,Season-long loan to Rotherham United,2023-01-29T17:44:10.095172Z,0.0,628,0.2,-1,0,0,0.0,0.0,1,247,0.00,160,0.1,63,0,0.0,0.00,0.0,1.0,618,0.00,1,243,0,594,0.0,0,273,459,0,0.0,0,16236,0.0,201,0.0,234,0.0,506,Coventry,0,0,0,0.0,3,0.0,0.0,553,,,246,10100,u,0,444,0.0,0.00,0.0,623
572,Armstrong Oko-Flex,44,MID,West Ham,0,0,0.0,False,0.0,1,0,0,254,0,0,0.0,,Season-long loan to Swansea City,2022-08-31T15:03:29.393055Z,0.0,632,0.0,-1,0,0,0.0,0.0,0,251,0.00,227,0.0,7,0,0.0,0.00,0.0,0.0,622,0.00,0,247,0,598,0.0,0,279,638,0,0.0,0,8184,0.0,207,0.0,238,0.0,516,Oko-Flex,0,0,0,0.0,0,0.0,0.0,559,,,250,6413,u,0,573,0.0,0.00,0.0,627
575,Maxwel Cornet,59,MID,West Ham,0,0,0.0,False,0.01,1,0,0,233,0,1,0.0,,Calf injury - Unknown return date,2022-10-01T19:00:07.282350Z,0.57,439,0.8,-1,0,19,32.0,5.2,85,211,0.53,196,0.0,21,0,1.06,0.54,0.0,1.0,429,0.01,5,208,0,334,0.0,0,37,505,0,0.0,1,22868,0.56,319,0.53,162,0.0,75,Cornet,0,0,0,1.06,7,4.1,0.0,734,,,203,20716,i,0,509,7.4,0.50,0.0,458
588,Thilo Kehrer,44,DEF,West Ham,0,2,1.0,False,0.01,1,0,0,89,4,17,0.2,,,2023-02-04T23:30:08.680344Z,0.04,272,8.6,-1,1,137,70.0,42.2,1485,100,0.43,133,0.2,259,0,1.27,0.66,100.0,2.2,303,0.22,38,82,0,244,0.5,1,115,251,3,50.0,21,66246,0.03,87,1.04,62,0.0,498,Kehrer,1,0,2,1.03,207,30.6,0.18,250,,,92,77121,a,0,358,191.4,17.22,0.2,215
603,Lucas Tolentino Coelho de Lima,59,MID,West Ham,2,7,4.3,False,0.09,1,0,0,61,3,14,3.8,,Shoulder injury - 75% chance of playing,2023-02-11T16:30:09.947891Z,0.34,95,8.5,-1,0,304,324.0,201.6,1085,77,2.96,76,0.6,3443,0,1.33,4.07,75.0,3.3,111,1.09,50,77,0,61,2.8,0,39,126,2,100.0,16,251266,0.25,19,1.04,39,0.0,78,Paquetá,2,0,1,1.16,184,76.5,0.17,49,,3.0,64,287795,d,0,236,236.8,12.55,0.7,177
